timestamp,train_id,sensor_type,value,unit,status,location,last_calibration
2025-09-09 10:31:08,T008,Air_Compressor,70.4,units,Normal,Car_3,2025-08-15
2025-09-09 10:31:08,T008,Wheel_Wear_Sensor,80.57,units,Normal,Car_2,2025-08-02
2025-09-09 10:31:08,T009,Door_Sensor,0.0,status,Normal,Car_1,2025-07-15
2025-09-09 10:31:08,T009,Brake_Pressure,6.16,bar,Warning,Car_2,2025-08-25
2025-09-09 10:31:08,T009,HVAC_Temperature,26.0,°C,Normal,Car_4,2025-06-12
2025-09-09 10:31:08,T009,Battery_Voltage,70.4,V,Low Voltage,Car_4,2025-06-30
2025-09-09 10:31:08,T009,Axle_Temperature,64.3,°C,Normal,Car_1,2025-06-21
2025-09-09 10:31:08,T009,Vibration_Monitor,85.08,units,Normal,Car_2,2025-08-30
2025-09-09 10:31:08,T009,Pantograph_Status,14.67,units,Normal,Car_4,2025-06-19
2025-09-09 10:31:08,T009,Traction_Current,91.24,units,Normal,Car_4,2025-07-13
2025-09-09 10:31:08,T009,Air_Compressor,36.67,units,Normal,Car_2,2025-07-22
2025-09-09 10:31:08,T009,Wheel_Wear_Sensor,96.76,units,Normal,Car_3,2025-08-03
2025-09-09 10:31:08,T010,Door_Sensor,0.0,status,Normal,Car_4,2025-09-04
2025-09-09 10:31:08,T010,Brake_Pressure,6.05,bar,Normal,Car_4,2025-08-08
2025-09-09 10:31:08,T010,HVAC_Temperature,20.2,°C,Alert,Car_4,2025-08-10
2025-09-09 10:31:08,T010,Battery_Voltage,74.9,V,Normal,Car_2,2025-09-04
2025-09-09 10:31:08,T010,Axle_Temperature,60.8,°C,Normal,Car_4,2025-08-04
2025-09-09 10:31:08,T010,Vibration_Monitor,36.17,units,Normal,Car_1,2025-08-28
2025-09-09 10:31:08,T010,Pantograph_Status,70.88,units,Warning,Car_4,2025-07-13
2025-09-09 10:31:08,T010,Traction_Current,15.94,units,Normal,Car_2,2025-07-23
2025-09-09 10:31:08,T010,Air_Compressor,50.66,units,Normal,Car_4,2025-07-03
2025-09-09 10:31:08,T010,Wheel_Wear_Sensor,33.8,units,Normal,Car_2,2025-06-23
2025-09-09 10:31:08,T011,Door_Sensor,1.0,status,Door Open,Car_4,2025-07-07
2025-09-09 10:31:08,T011,Brake_Pressure,6.11,bar,Warning,Car_4,2025-08-15
2025-09-09 10:31:08,T011,HVAC_Temperature,29.9,°C,Alert,Car_4,2025-08-20
2025-09-09 10:31:08,T011,Battery_Voltage,75.8,V,Normal,Car_4,2025-07-28
2025-09-09 10:31:08,T011,Axle_Temperature,55.4,°C,Normal,Car_3,2025-08-09
2025-09-09 10:31:08,T011,Vibration_Monitor,22.5,units,Warning,Car_3,2025-07-31
2025-09-09 10:31:08,T011,Pantograph_Status,43.24,units,Normal,Car_2,2025-07-20
2025-09-09 10:31:08,T011,Traction_Current,72.01,units,Normal,Car_4,2025-08-07
2025-09-09 10:31:08,T011,Air_Compressor,70.53,units,Normal,Car_3,2025-07-03
2025-09-09 10:31:08,T011,Wheel_Wear_Sensor,97.91,units,Warning,Car_1,2025-07-04
2025-09-09 10:31:08,T012,Door_Sensor,1.0,status,Door Open,Car_1,2025-07-21
2025-09-09 10:31:08,T012,Brake_Pressure,6.02,bar,Normal,Car_2,2025-07-19
2025-09-09 10:31:08,T012,HVAC_Temperature,25.4,°C,Normal,Car_2,2025-06-13
2025-09-09 10:31:08,T012,Battery_Voltage,76.4,V,Normal,Car_2,2025-08-31
2025-09-09 10:31:08,T012,Axle_Temperature,73.9,°C,Overheating,Car_4,2025-07-18
2025-09-09 10:31:08,T012,Vibration_Monitor,98.9,units,Normal,Car_4,2025-08-13
2025-09-09 10:31:08,T012,Pantograph_Status,37.41,units,Normal,Car_4,2025-08-26
2025-09-09 10:31:08,T012,Traction_Current,17.41,units,Normal,Car_2,2025-07-07
2025-09-09 10:31:08,T012,Air_Compressor,20.7,units,Warning,Car_2,2025-08-21
2025-09-09 10:31:08,T012,Wheel_Wear_Sensor,49.56,units,Normal,Car_1,2025-06-12
2025-09-09 10:31:08,T013,Door_Sensor,1.0,status,Door Open,Car_4,2025-08-25
2025-09-09 10:31:08,T013,Brake_Pressure,6.2,bar,Warning,Car_2,2025-07-24
2025-09-09 10:31:08,T013,HVAC_Temperature,21.4,°C,Alert,Car_2,2025-09-07
2025-09-09 10:31:08,T013,Battery_Voltage,76.3,V,Normal,Car_3,2025-06-29
2025-09-09 10:31:08,T013,Axle_Temperature,49.7,°C,Normal,Car_2,2025-07-20
2025-09-09 10:31:08,T013,Vibration_Monitor,63.26,units,Normal,Car_1,2025-09-06
2025-09-09 10:31:08,T013,Pantograph_Status,14.77,units,Normal,Car_1,2025-06-25
2025-09-09 10:31:08,T013,Traction_Current,34.71,units,Normal,Car_1,2025-06-21
2025-09-09 10:31:08,T013,Air_Compressor,0.37,units,Normal,Car_3,2025-08-23
2025-09-09 10:31:08,T013,Wheel_Wear_Sensor,14.08,units,Normal,Car_4,2025-08-15
2025-09-09 10:31:08,T014,Door_Sensor,0.0,status,Normal,Car_2,2025-07-28
2025-09-09 10:31:08,T014,Brake_Pressure,6.0,bar,Normal,Car_1,2025-07-03
2025-09-09 10:31:08,T014,HVAC_Temperature,23.8,°C,Normal,Car_2,2025-08-30
2025-09-09 10:31:08,T014,Battery_Voltage,76.1,V,Normal,Car_2,2025-09-07
2025-09-09 10:31:08,T014,Axle_Temperature,49.5,°C,Normal,Car_1,2025-07-04
2025-09-09 10:31:08,T014,Vibration_Monitor,49.44,units,Normal,Car_3,2025-08-06
2025-09-09 10:31:08,T014,Pantograph_Status,66.81,units,Normal,Car_3,2025-08-26
2025-09-09 10:31:08,T014,Traction_Current,9.58,units,Normal,Car_3,2025-06-23
2025-09-09 10:31:08,T014,Air_Compressor,36.08,units,Normal,Car_2,2025-08-16
2025-09-09 10:31:08,T014,Wheel_Wear_Sensor,65.44,units,Warning,Car_1,2025-08-01
2025-09-09 10:31:08,T015,Door_Sensor,1.0,status,Door Open,Car_3,2025-07-24
2025-09-09 10:31:08,T015,Brake_Pressure,5.89,bar,Warning,Car_3,2025-07-11
2025-09-09 10:31:08,T015,HVAC_Temperature,24.4,°C,Normal,Car_2,2025-08-11
2025-09-09 10:31:08,T015,Battery_Voltage,77.3,V,Normal,Car_4,2025-07-31
2025-09-09 10:31:08,T015,Axle_Temperature,53.4,°C,Normal,Car_1,2025-08-23
2025-09-09 10:31:08,T015,Vibration_Monitor,37.74,units,Normal,Car_4,2025-07-02
2025-09-09 10:31:08,T015,Pantograph_Status,39.85,units,Normal,Car_2,2025-07-26
2025-09-09 10:31:08,T015,Traction_Current,9.24,units,Normal,Car_3,2025-08-22
2025-09-09 10:31:08,T015,Air_Compressor,71.59,units,Alert,Car_1,2025-08-15
2025-09-09 10:31:08,T015,Wheel_Wear_Sensor,68.48,units,Normal,Car_4,2025-06-19
2025-09-09 10:31:08,T016,Door_Sensor,0.0,status,Normal,Car_3,2025-06-28
2025-09-09 10:31:08,T016,Brake_Pressure,5.92,bar,Normal,Car_2,2025-08-01
2025-09-09 10:31:08,T016,HVAC_Temperature,28.6,°C,Alert,Car_2,2025-08-21
2025-09-09 10:31:08,T016,Battery_Voltage,77.3,V,Normal,Car_1,2025-07-25
2025-09-09 10:31:08,T016,Axle_Temperature,50.7,°C,Normal,Car_4,2025-06-14
2025-09-09 10:31:08,T016,Vibration_Monitor,64.85,units,Normal,Car_4,2025-09-03
2025-09-09 10:31:08,T016,Pantograph_Status,78.32,units,Normal,Car_1,2025-06-29
2025-09-09 10:31:08,T016,Traction_Current,85.85,units,Warning,Car_1,2025-07-11
2025-09-09 10:31:08,T016,Air_Compressor,5.64,units,Warning,Car_1,2025-08-24
2025-09-09 10:31:08,T016,Wheel_Wear_Sensor,25.61,units,Warning,Car_3,2025-07-24
2025-09-09 10:31:08,T017,Door_Sensor,1.0,status,Door Open,Car_2,2025-09-04
2025-09-09 10:31:08,T017,Brake_Pressure,5.95,bar,Normal,Car_4,2025-07-02
2025-09-09 10:31:08,T017,HVAC_Temperature,29.3,°C,Alert,Car_3,2025-06-20
2025-09-09 10:31:08,T017,Battery_Voltage,76.7,V,Normal,Car_3,2025-08-01
2025-09-09 10:31:08,T017,Axle_Temperature,78.6,°C,Overheating,Car_2,2025-07-31
2025-09-09 10:31:08,T017,Vibration_Monitor,4.66,units,Normal,Car_1,2025-07-26
2025-09-09 10:31:08,T017,Pantograph_Status,68.89,units,Normal,Car_2,2025-09-04
2025-09-09 10:31:08,T017,Traction_Current,19.01,units,Normal,Car_4,2025-06-27
2025-09-09 10:31:08,T017,Air_Compressor,14.57,units,Normal,Car_3,2025-08-07
2025-09-09 10:31:08,T017,Wheel_Wear_Sensor,89.45,units,Normal,Car_3,2025-06-17
2025-09-09 10:31:08,T018,Door_Sensor,1.0,status,Door Open,Car_1,2025-09-01
2025-09-09 10:31:08,T018,Brake_Pressure,6.08,bar,Normal,Car_1,2025-07-15
2025-09-09 10:31:08,T018,HVAC_Temperature,23.5,°C,Normal,Car_3,2025-08-16
2025-09-09 10:31:08,T018,Battery_Voltage,72.8,V,Normal,Car_1,2025-07-26
2025-09-09 10:31:08,T018,Axle_Temperature,33.7,°C,Normal,Car_2,2025-08-23
2025-09-09 10:31:08,T018,Vibration_Monitor,25.63,units,Normal,Car_3,2025-08-02
2025-09-09 10:31:08,T018,Pantograph_Status,39.73,units,Normal,Car_3,2025-07-01
2025-09-09 10:31:08,T018,Traction_Current,69.46,units,Warning,Car_1,2025-09-05
2025-09-09 10:31:08,T018,Air_Compressor,66.39,units,Normal,Car_4,2025-06-11
2025-09-09 10:31:08,T018,Wheel_Wear_Sensor,72.01,units,Normal,Car_4,2025-09-08
2025-09-09 10:31:08,T019,Door_Sensor,1.0,status,Door Open,Car_1,2025-07-22
2025-09-09 10:31:08,T019,Brake_Pressure,6.03,bar,Normal,Car_1,2025-07-25
2025-09-09 10:31:08,T019,HVAC_Temperature,24.8,°C,Normal,Car_3,2025-08-09
2025-09-09 10:31:08,T019,Battery_Voltage,75.6,V,Normal,Car_2,2025-07-31
2025-09-09 10:31:08,T019,Axle_Temperature,78.7,°C,Overheating,Car_4,2025-07-11
2025-09-09 10:31:08,T019,Vibration_Monitor,88.14,units,Normal,Car_1,2025-07-31
2025-09-09 10:31:08,T019,Pantograph_Status,23.08,units,Normal,Car_4,2025-08-02
2025-09-09 10:31:08,T019,Traction_Current,45.82,units,Normal,Car_4,2025-08-10
2025-09-09 10:31:08,T019,Air_Compressor,14.45,units,Normal,Car_1,2025-07-31
2025-09-09 10:31:08,T019,Wheel_Wear_Sensor,23.93,units,Normal,Car_3,2025-07-30
2025-09-09 10:31:08,T020,Door_Sensor,1.0,status,Door Open,Car_3,2025-07-29
2025-09-09 10:31:08,T020,Brake_Pressure,5.86,bar,Warning,Car_3,2025-07-10
2025-09-09 10:31:08,T020,HVAC_Temperature,22.4,°C,Normal,Car_4,2025-06-30
2025-09-09 10:31:08,T020,Battery_Voltage,74.5,V,Normal,Car_4,2025-06-18
2025-09-09 10:31:08,T020,Axle_Temperature,77.7,°C,Overheating,Car_4,2025-09-07
2025-09-09 10:31:08,T020,Vibration_Monitor,59.44,units,Normal,Car_1,2025-08-28
2025-09-09 10:31:08,T020,Pantograph_Status,39.53,units,Normal,Car_1,2025-08-29
2025-09-09 10:31:08,T020,Traction_Current,48.91,units,Warning,Car_3,2025-08-24
2025-09-09 10:31:08,T020,Air_Compressor,91.49,units,Normal,Car_2,2025-07-11
2025-09-09 10:31:08,T020,Wheel_Wear_Sensor,86.46,units,Normal,Car_3,2025-08-01
2025-09-09 10:31:08,T021,Door_Sensor,1.0,status,Door Open,Car_1,2025-06-11
2025-09-09 10:31:08,T021,Brake_Pressure,5.86,bar,Warning,Car_3,2025-07-17
2025-09-09 10:31:08,T021,HVAC_Temperature,23.5,°C,Normal,Car_3,2025-07-06
2025-09-09 10:31:08,T021,Battery_Voltage,74.0,V,Normal,Car_3,2025-06-14
2025-09-09 10:31:08,T021,Axle_Temperature,54.9,°C,Normal,Car_4,2025-06-18
2025-09-09 10:31:08,T021,Vibration_Monitor,7.94,units,Normal,Car_1,2025-09-06
2025-09-09 10:31:08,T021,Pantograph_Status,5.16,units,Normal,Car_2,2025-07-23
2025-09-09 10:31:08,T021,Traction_Current,47.57,units,Normal,Car_2,2025-07-31
2025-09-09 10:31:08,T021,Air_Compressor,51.45,units,Warning,Car_2,2025-08-03
2025-09-09 10:31:08,T021,Wheel_Wear_Sensor,35.25,units,Normal,Car_1,2025-06-27
2025-09-09 10:31:08,T022,Door_Sensor,1.0,status,Door Open,Car_2,2025-06-24
2025-09-09 10:31:08,T022,Brake_Pressure,6.05,bar,Normal,Car_2,2025-07-27
2025-09-09 10:31:08,T022,HVAC_Temperature,26.4,°C,Alert,Car_4,2025-07-16
2025-09-09 10:31:08,T022,Battery_Voltage,76.1,V,Normal,Car_1,2025-06-25
2025-09-09 10:31:08,T022,Axle_Temperature,75.8,°C,Overheating,Car_4,2025-08-30
2025-09-09 10:31:08,T022,Vibration_Monitor,49.67,units,Warning,Car_4,2025-08-16
2025-09-09 10:31:08,T022,Pantograph_Status,96.84,units,Normal,Car_1,2025-08-01
2025-09-09 10:31:08,T022,Traction_Current,39.74,units,Alert,Car_4,2025-06-22
2025-09-09 10:31:08,T022,Air_Compressor,24.07,units,Normal,Car_1,2025-07-28
2025-09-09 10:31:08,T022,Wheel_Wear_Sensor,95.68,units,Warning,Car_3,2025-07-15
2025-09-09 10:31:08,T023,Door_Sensor,1.0,status,Door Open,Car_1,2025-08-15
2025-09-09 10:31:08,T023,Brake_Pressure,5.83,bar,Warning,Car_3,2025-07-31
2025-09-09 10:31:08,T023,HVAC_Temperature,23.8,°C,Normal,Car_3,2025-07-23
2025-09-09 10:31:08,T023,Battery_Voltage,76.9,V,Normal,Car_4,2025-06-11
2025-09-09 10:31:08,T023,Axle_Temperature,34.8,°C,Normal,Car_4,2025-08-27
2025-09-09 10:31:08,T023,Vibration_Monitor,8.44,units,Warning,Car_2,2025-09-07
2025-09-09 10:31:08,T023,Pantograph_Status,17.39,units,Alert,Car_1,2025-07-10
2025-09-09 10:31:08,T023,Traction_Current,7.07,units,Normal,Car_1,2025-09-04
2025-09-09 10:31:08,T023,Air_Compressor,49.84,units,Normal,Car_1,2025-06-15
2025-09-09 10:31:08,T023,Wheel_Wear_Sensor,97.06,units,Normal,Car_1,2025-08-17
2025-09-09 10:31:08,T024,Door_Sensor,1.0,status,Door Open,Car_1,2025-06-11
2025-09-09 10:31:08,T024,Brake_Pressure,5.83,bar,Warning,Car_4,2025-07-24
2025-09-09 10:31:08,T024,HVAC_Temperature,22.2,°C,Normal,Car_2,2025-09-08
2025-09-09 10:31:08,T024,Battery_Voltage,75.0,V,Normal,Car_2,2025-08-19
2025-09-09 10:31:08,T024,Axle_Temperature,59.8,°C,Normal,Car_2,2025-08-06
2025-09-09 10:31:08,T024,Vibration_Monitor,53.53,units,Normal,Car_3,2025-09-06
2025-09-09 10:31:08,T024,Pantograph_Status,65.91,units,Warning,Car_2,2025-07-25
2025-09-09 10:31:08,T024,Traction_Current,11.2,units,Normal,Car_2,2025-08-08
2025-09-09 10:31:08,T024,Air_Compressor,11.05,units,Normal,Car_3,2025-07-07
2025-09-09 10:31:08,T024,Wheel_Wear_Sensor,88.04,units,Normal,Car_3,2025-08-19
2025-09-09 10:31:08,T025,Door_Sensor,0.0,status,Normal,Car_1,2025-08-12
2025-09-09 10:31:08,T025,Brake_Pressure,5.93,bar,Normal,Car_4,2025-06-15
2025-09-09 10:31:08,T025,HVAC_Temperature,27.8,°C,Alert,Car_1,2025-07-17
2025-09-09 10:31:08,T025,Battery_Voltage,75.5,V,Normal,Car_3,2025-06-29
2025-09-09 10:31:08,T025,Axle_Temperature,74.3,°C,Overheating,Car_3,2025-09-01
2025-09-09 10:31:08,T025,Vibration_Monitor,13.71,units,Normal,Car_2,2025-08-11
2025-09-09 10:31:08,T025,Pantograph_Status,28.03,units,Normal,Car_2,2025-08-10
2025-09-09 10:31:08,T025,Traction_Current,76.04,units,Normal,Car_3,2025-07-06
2025-09-09 10:31:08,T025,Air_Compressor,54.01,units,Normal,Car_1,2025-08-04
2025-09-09 10:31:08,T025,Wheel_Wear_Sensor,26.65,units,Normal,Car_3,2025-07-11
2025-09-09 11:31:08,T001,Door_Sensor,0.0,status,Normal,Car_3,2025-07-15
2025-09-09 11:31:08,T001,Brake_Pressure,5.94,bar,Normal,Car_1,2025-08-02
2025-09-09 11:31:08,T001,HVAC_Temperature,25.9,°C,Normal,Car_1,2025-09-03
2025-09-09 11:31:08,T001,Battery_Voltage,72.4,V,Normal,Car_1,2025-08-16
2025-09-09 11:31:08,T001,Axle_Temperature,79.8,°C,Overheating,Car_2,2025-08-14
2025-09-09 11:31:08,T001,Vibration_Monitor,24.86,units,Normal,Car_2,2025-07-01
2025-09-09 11:31:08,T001,Pantograph_Status,47.55,units,Normal,Car_4,2025-08-27
2025-09-09 11:31:08,T001,Traction_Current,51.92,units,Normal,Car_1,2025-08-08
2025-09-09 11:31:08,T001,Air_Compressor,77.25,units,Normal,Car_4,2025-06-25
2025-09-09 11:31:08,T001,Wheel_Wear_Sensor,80.61,units,Normal,Car_1,2025-07-11
2025-09-09 11:31:08,T002,Door_Sensor,1.0,status,Door Open,Car_2,2025-08-14
2025-09-09 11:31:08,T002,Brake_Pressure,6.07,bar,Normal,Car_4,2025-07-15
2025-09-09 11:31:08,T002,HVAC_Temperature,28.6,°C,Alert,Car_3,2025-06-22
2025-09-09 11:31:08,T002,Battery_Voltage,70.8,V,Low Voltage,Car_4,2025-08-25
2025-09-09 11:31:08,T002,Axle_Temperature,62.1,°C,Normal,Car_3,2025-08-27
2025-09-09 11:31:08,T002,Vibration_Monitor,78.12,units,Normal,Car_4,2025-06-26
2025-09-09 11:31:08,T002,Pantograph_Status,24.51,units,Alert,Car_4,2025-08-07
2025-09-09 11:31:08,T002,Traction_Current,53.06,units,Normal,Car_4,2025-07-17
2025-09-09 11:31:08,T002,Air_Compressor,64.44,units,Normal,Car_2,2025-07-29
2025-09-09 11:31:08,T002,Wheel_Wear_Sensor,52.36,units,Normal,Car_3,2025-07-28
2025-09-09 11:31:08,T003,Door_Sensor,1.0,status,Door Open,Car_2,2025-06-25
2025-09-09 11:31:08,T003,Brake_Pressure,5.95,bar,Normal,Car_1,2025-06-17
2025-09-09 11:31:08,T003,HVAC_Temperature,25.4,°C,Normal,Car_3,2025-06-23
2025-09-09 11:31:08,T003,Battery_Voltage,76.9,V,Normal,Car_4,2025-07-24
2025-09-09 11:31:08,T003,Axle_Temperature,42.9,°C,Normal,Car_3,2025-07-18
2025-09-09 11:31:08,T003,Vibration_Monitor,93.36,units,Normal,Car_4,2025-09-05
2025-09-09 11:31:08,T003,Pantograph_Status,23.27,units,Warning,Car_1,2025-08-27
2025-09-09 11:31:08,T003,Traction_Current,40.78,units,Normal,Car_4,2025-06-22
2025-09-09 11:31:08,T003,Air_Compressor,37.26,units,Normal,Car_3,2025-08-25
2025-09-09 11:31:08,T003,Wheel_Wear_Sensor,48.32,units,Normal,Car_4,2025-08-22
2025-09-09 11:31:08,T004,Door_Sensor,1.0,status,Door Open,Car_3,2025-08-20
2025-09-09 11:31:08,T004,Brake_Pressure,5.83,bar,Warning,Car_2,2025-07-17
2025-09-09 11:31:08,T004,HVAC_Temperature,28.5,°C,Alert,Car_3,2025-09-04
2025-09-09 11:31:08,T004,Battery_Voltage,73.5,V,Normal,Car_1,2025-08-23
2025-09-09 11:31:08,T004,Axle_Temperature,56.4,°C,Normal,Car_2,2025-08-26
2025-09-09 11:31:08,T004,Vibration_Monitor,90.82,units,Warning,Car_3,2025-09-02
2025-09-09 11:31:08,T004,Pantograph_Status,45.02,units,Normal,Car_4,2025-06-22
2025-09-09 11:31:08,T004,Traction_Current,51.31,units,Normal,Car_2,2025-07-29
2025-09-09 11:31:08,T004,Air_Compressor,98.34,units,Normal,Car_4,2025-07-11
2025-09-09 11:31:08,T004,Wheel_Wear_Sensor,0.62,units,Normal,Car_3,2025-06-25
2025-09-09 11:31:08,T005,Door_Sensor,0.0,status,Normal,Car_1,2025-07-12
